orderid,customer_id,purchasedate,productcategory,productprice,quantity,paymentmethod,totalprice
9092,KH44254,8/7/2020,Books,117,5,Crypto,585
9093,KH35303,5/20/2020,Books,108,5,PayPal,540
9094,KH35303,11/2/2020,Electronics,47,3,Crypto,141
9095,KH35303,5/22/2023,Clothing,431,1,PayPal,431
9096,KH35303,10/29/2022,Clothing,171,3,Credit Card,513
9097,KH35303,3/13/2022,Clothing,208,5,PayPal,1040
9098,KH35303,10/22/2020,Electronics,327,3,Cash,981
9099,KH35303,4/13/2020,Clothing,383,3,PayPal,1149
9100,KH35056,6/1/2020,Books,443,3,PayPal,1329
9101,KH35056,5/12/2021,Clothing,389,2,PayPal,778
9102,KH35056,1/14/2021,Books,405,4,Cash,1620
9103,KH35056,2/7/2021,Electronics,457,3,PayPal,1371
9104,KH35056,12/25/2021,Home,206,4,PayPal,824
9105,KH35056,1/24/2020,Electronics,298,5,Credit Card,1490
9106,KH35056,7/7/2020,Clothing,329,5,Cash,1645
9107,KH35056,7/26/2022,Clothing,269,3,PayPal,807
9108,KH48118,4/13/2021,Home,24,3,Credit Card,72
9109,KH48118,4/10/2022,Books,64,2,Credit Card,128
9110,KH48118,9/1/2023,Books,482,3,Crypto,1446
9111,KH25635,7/4/2022,Electronics,167,4,Cash,668
9112,KH25635,1/13/2023,Books,158,3,Cash,474
9113,KH25635,1/3/2023,Clothing,127,4,PayPal,508
9114,KH25635,1/9/2022,Clothing,65,3,Cash,195
9115,KH25635,2/25/2023,Clothing,92,2,PayPal,184
9116,KH25635,5/16/2020,Electronics,272,2,PayPal,544
9117,KH27677,10/12/2022,Books,77,5,PayPal,385
9118,KH27677,10/23/2021,Home,191,4,Credit Card,764
9119,KH27677,6/29/2020,Clothing,126,5,PayPal,630
9120,KH27677,12/4/2022,Electronics,279,4,Cash,1116
9121,KH1556,9/26/2020,Clothing,347,4,Crypto,1388
9122,KH1678,10/27/2020,Clothing,402,1,Credit Card,402
9123,KH1678,12/17/2020,Clothing,228,3,Credit Card,684
9124,KH1678,11/20/2022,Books,283,3,Crypto,849
9125,KH1678,9/27/2022,Home,213,1,Credit Card,213
9126,KH1678,1/6/2021,Books,202,2,PayPal,404
9127,KH28687,4/11/2023,Electronics,87,4,Credit Card,348
9128,KH28687,6/18/2023,Books,419,3,Cash,1257
9129,KH28687,4/25/2021,Home,372,4,PayPal,1488
9130,KH28687,7/2/2023,Books,289,1,PayPal,289
9131,KH28687,9/20/2021,Books,168,1,Credit Card,168
9132,KH28687,2/11/2022,Books,477,5,Cash,2385
9133,KH28687,12/9/2021,Clothing,473,5,Credit Card,2365
9134,KH16371,7/21/2021,Clothing,265,4,Credit Card,1060
9135,KH16371,5/31/2021,Electronics,56,3,Credit Card,168
9136,KH16371,6/23/2021,Books,307,2,Cash,614
9137,KH5263,7/13/2022,Books,178,1,Credit Card,178
9138,KH5263,2/1/2020,Books,483,4,Credit Card,1932
9139,KH5263,8/2/2021,Clothing,282,5,Credit Card,1410
9140,KH5263,8/19/2020,Electronics,142,4,Credit Card,568
9141,KH20434,4/28/2020,Books,394,3,Credit Card,1182
9142,KH20434,7/14/2021,Books,292,2,Credit Card,584
9143,KH20434,11/30/2022,Books,410,4,Credit Card,1640
9144,KH20434,6/22/2020,Clothing,339,4,Credit Card,1356
9145,KH29685,4/7/2020,Clothing,89,4,PayPal,356
9146,KH29685,12/10/2021,Clothing,394,2,Crypto,788
9147,KH29685,3/1/2020,Home,160,4,PayPal,640
9148,KH29685,4/4/2020,Books,212,5,Cash,1060
9149,KH29685,8/11/2022,Clothing,500,4,Cash,2000
9150,KH29685,5/31/2022,Books,267,4,PayPal,1068
9151,KH29685,3/6/2021,Clothing,196,1,Cash,196
9152,KH29685,3/4/2021,Electronics,357,4,PayPal,1428
9153,KH29685,4/2/2023,Home,436,2,Credit Card,872
9154,KH24791,7/15/2022,Electronics,389,5,Crypto,1945
9155,KH24791,9/12/2022,Clothing,346,2,PayPal,692
9156,KH24791,12/19/2020,Electronics,263,1,Credit Card,263
9157,KH24791,9/27/2021,Electronics,74,5,Crypto,370
9158,KH24791,8/13/2021,Electronics,153,3,PayPal,459
9159,KH24791,12/16/2020,Books,50,5,Credit Card,250
9160,KH24791,5/10/2020,Books,405,2,Crypto,810
9161,KH24791,11/6/2020,Home,246,2,Cash,492
9162,KH24791,3/8/2020,Clothing,453,2,PayPal,906
9163,KH24791,1/21/2021,Books,135,5,Credit Card,675
9164,KH24791,4/13/2020,Home,457,4,Cash,1828
9165,KH41297,3/4/2020,Electronics,260,5,Credit Card,1300
9166,KH41297,4/24/2021,Clothing,262,3,Cash,786
9167,KH41297,11/1/2022,Home,268,2,PayPal,536
9168,KH41297,5/20/2021,Home,297,1,PayPal,297
9169,KH41297,7/15/2022,Home,114,5,Crypto,570
9170,KH11893,10/5/2021,Electronics,40,4,Crypto,160
9171,KH11893,11/11/2020,Electronics,204,2,PayPal,408
9172,KH11893,8/1/2021,Books,388,2,Crypto,776
9173,KH11893,12/22/2020,Books,453,3,Credit Card,1359
9174,KH11893,4/1/2022,Electronics,328,2,Cash,656
9175,KH11893,10/4/2021,Electronics,292,3,PayPal,876
9176,KH11893,2/20/2020,Books,406,5,Crypto,2030
9177,KH11893,3/2/2020,Clothing,364,1,PayPal,364
9178,KH11893,11/2/2020,Electronics,77,5,Credit Card,385
9179,KH11318,7/28/2021,Books,231,1,PayPal,231
9180,KH11318,6/8/2023,Clothing,366,5,Credit Card,1830
9181,KH11318,7/21/2023,Clothing,43,1,PayPal,43
9182,KH11318,3/13/2022,Electronics,104,5,PayPal,520
9183,KH11318,2/27/2020,Clothing,87,4,Credit Card,348
9184,KH11318,5/11/2023,Electronics,332,5,PayPal,1660
9185,KH37836,11/21/2022,Books,370,4,Credit Card,1480
9186,KH37836,1/8/2023,Books,221,5,Cash,1105
9187,KH37836,7/24/2022,Books,140,5,PayPal,700
9188,KH37836,6/19/2023,Electronics,376,3,Credit Card,1128
9189,KH37836,4/5/2021,Home,360,3,Cash,1080
9190,KH37836,4/26/2023,Books,220,4,Credit Card,880
9191,KH25734,5/18/2023,Books,300,5,Cash,1500
9192,KH16976,4/23/2022,Clothing,392,5,Credit Card,1960
9193,KH16976,4/16/2020,Books,342,4,Crypto,1368
9194,KH16976,6/7/2020,Clothing,121,2,Credit Card,242
9195,KH16976,5/27/2022,Books,294,3,Cash,882
9196,KH1771,4/27/2022,Clothing,333,1,PayPal,333
9197,KH1771,7/20/2022,Clothing,441,1,Cash,441
9198,KH1771,5/6/2020,Clothing,268,3,Credit Card,804
9199,KH1771,4/10/2022,Books,128,5,Credit Card,640
9200,KH1771,3/15/2023,Clothing,432,3,Credit Card,1296
9201,KH1771,2/9/2021,Books,247,1,Cash,247
9202,KH1771,3/23/2020,Home,499,2,Cash,998
9203,KH1771,7/19/2020,Clothing,85,5,Credit Card,425
9204,KH1771,1/20/2021,Home,32,5,Credit Card,160
9205,KH1771,1/29/2020,Clothing,493,2,Crypto,986
9206,KH22035,4/16/2021,Clothing,232,3,PayPal,696
9207,KH22035,8/23/2022,Home,122,3,PayPal,366
9208,KH22035,5/2/2023,Clothing,88,3,Credit Card,264
9209,KH22035,4/1/2020,Electronics,10,2,Credit Card,20
9210,KH22035,5/3/2020,Electronics,377,5,Cash,1885
9211,KH35305,6/19/2020,Electronics,117,1,Credit Card,117
9212,KH35305,3/22/2021,Clothing,63,1,Credit Card,63
9213,KH35305,8/26/2021,Books,300,3,Credit Card,900
9214,KH35305,2/18/2021,Electronics,53,5,Crypto,265
9215,KH35305,12/2/2020,Clothing,322,5,Credit Card,1610
9216,KH35305,12/4/2022,Clothing,249,2,PayPal,498
9217,KH48891,2/4/2020,Home,441,2,Cash,882
9218,KH48891,4/20/2022,Electronics,36,4,PayPal,144
9219,KH48891,4/18/2022,Books,329,2,Cash,658
9220,KH48891,5/19/2021,Books,64,5,PayPal,320
9221,KH48891,12/2/2022,Books,188,5,Crypto,940
9222,KH48891,2/12/2020,Clothing,443,3,Cash,1329
9223,KH48891,9/10/2021,Clothing,499,4,Credit Card,1996
9224,KH48891,1/12/2023,Electronics,215,3,Cash,645
9225,KH32689,9/6/2020,Home,149,1,Credit Card,149
9226,KH32689,7/14/2020,Electronics,273,5,Cash,1365
9227,KH32689,7/4/2023,Electronics,196,4,PayPal,784
9228,KH32689,11/16/2021,Electronics,472,5,Cash,2360
9229,KH32689,4/1/2020,Books,436,4,PayPal,1744
9230,KH32689,11/1/2021,Electronics,232,4,Crypto,928
9231,KH32689,12/17/2022,Home,365,5,Cash,1825
9232,KH32689,11/10/2022,Clothing,77,1,Credit Card,77
9233,KH32689,8/28/2021,Books,76,4,Cash,304
9234,KH32689,9/3/2020,Home,201,2,Cash,402
9235,KH35045,2/1/2023,Home,340,2,Credit Card,680
9236,KH35045,5/29/2020,Books,148,4,Credit Card,592
9237,KH35045,2/19/2021,Books,381,3,Crypto,1143
9238,KH35045,9/22/2022,Home,478,2,PayPal,956
9239,KH35045,3/13/2021,Electronics,143,3,Cash,429
9240,KH35045,6/1/2020,Electronics,206,5,Cash,1030
9241,KH35045,12/29/2020,Electronics,294,2,Credit Card,588
9242,KH35045,5/24/2022,Books,285,4,Cash,1140
9243,KH49908,10/11/2022,Clothing,325,2,PayPal,650
9244,KH49908,2/5/2021,Books,81,2,Crypto,162
9245,KH49908,7/26/2023,Books,391,3,Credit Card,1173
9246,KH49908,11/3/2021,Clothing,466,5,Credit Card,2330
9247,KH49908,7/24/2020,Clothing,239,3,PayPal,717
9248,KH49908,3/10/2020,Clothing,373,3,Cash,1119
9249,KH49908,1/6/2022,Books,284,4,Cash,1136
9250,KH49908,2/28/2023,Home,336,3,Credit Card,1008
9251,KH42261,4/20/2020,Books,171,2,Credit Card,342
9252,KH42261,9/8/2022,Clothing,485,3,PayPal,1455
9253,KH42261,9/2/2021,Books,370,2,Credit Card,740
9254,KH42261,5/17/2020,Clothing,313,2,Credit Card,626
9255,KH42261,9/9/2023,Books,177,1,PayPal,177
9256,KH42261,12/21/2020,Home,194,2,Credit Card,388
9257,KH8666,2/25/2020,Books,349,4,PayPal,1396
9258,KH8666,2/22/2022,Clothing,281,4,Credit Card,1124
9259,KH8666,5/6/2023,Books,251,2,PayPal,502
9260,KH8666,2/13/2021,Clothing,163,5,Cash,815
9261,KH8666,4/16/2022,Electronics,42,3,Cash,126
9262,KH8666,12/18/2021,Home,150,2,Cash,300
9263,KH8666,9/30/2020,Clothing,282,3,Credit Card,846
9264,KH8666,5/6/2022,Home,33,3,Credit Card,99
9265,KH8666,9/21/2022,Clothing,45,5,Cash,225
9266,KH9829,10/11/2022,Books,296,1,PayPal,296
9267,KH9829,7/23/2022,Electronics,28,5,PayPal,140
9268,KH9829,12/25/2020,Books,18,5,Credit Card,90
9269,KH9829,11/10/2022,Electronics,237,5,PayPal,1185
9270,KH9829,12/23/2021,Electronics,420,2,Credit Card,840
9271,KH9829,2/25/2022,Electronics,499,5,Credit Card,2495
9272,KH9829,3/6/2020,Clothing,64,2,Credit Card,128
9273,KH9829,5/2/2023,Books,108,2,Credit Card,216
9274,KH9829,5/31/2023,Electronics,163,4,Crypto,652
9275,KH9829,12/21/2021,Electronics,383,3,Credit Card,1149
9276,KH9829,1/2/2023,Clothing,55,2,PayPal,110
9277,KH9829,4/11/2022,Books,157,5,Credit Card,785
9278,KH10404,3/23/2022,Books,19,2,PayPal,38
9279,KH10404,6/30/2020,Books,54,2,PayPal,108
9280,KH10404,5/31/2020,Clothing,224,4,PayPal,896
9281,KH10404,4/26/2023,Electronics,111,1,Credit Card,111
9282,KH10404,12/15/2020,Electronics,157,1,Credit Card,157
9283,KH20875,8/28/2020,Clothing,420,3,Credit Card,1260
9284,KH20875,12/23/2020,Books,21,4,Cash,84
9285,KH20875,6/10/2020,Home,277,4,Credit Card,1108
9286,KH20875,11/4/2022,Electronics,481,5,PayPal,2405
9287,KH41516,11/11/2021,Books,370,4,Credit Card,1480
9288,KH41516,10/28/2020,Clothing,386,4,Cash,1544
9289,KH41516,1/13/2022,Books,212,5,Cash,1060
9290,KH41516,2/17/2020,Electronics,303,3,Cash,909
9291,KH41516,12/10/2020,Clothing,397,3,PayPal,1191
9292,KH41516,4/2/2021,Home,383,4,Crypto,1532
9293,KH41516,9/3/2023,Clothing,498,3,Credit Card,1494
9294,KH41516,8/30/2020,Books,239,1,PayPal,239
9295,KH41516,12/25/2022,Books,88,2,Cash,176
9296,KH39586,3/9/2021,Books,333,2,Credit Card,666
9297,KH39586,6/3/2022,Clothing,52,5,Credit Card,260
9298,KH39586,7/5/2023,Clothing,475,2,Cash,950
9299,KH39586,7/7/2020,Home,42,1,Credit Card,42
9300,KH39586,4/16/2021,Clothing,325,1,PayPal,325
9301,KH39586,8/27/2021,Home,259,1,PayPal,259
9302,KH39586,2/18/2023,Books,392,2,PayPal,784
9303,KH39586,1/10/2020,Electronics,234,3,Crypto,702
9304,KH44441,3/15/2022,Books,309,1,PayPal,309
9305,KH44441,6/27/2020,Clothing,457,4,Cash,1828
9306,KH44441,12/30/2022,Home,312,1,PayPal,312
9307,KH44441,8/25/2020,Books,45,3,Credit Card,135
9308,KH44441,8/30/2021,Clothing,372,5,PayPal,1860
9309,KH44441,1/22/2023,Books,222,1,Credit Card,222
9310,KH44441,5/13/2020,Books,94,3,PayPal,282
9311,KH43465,1/19/2021,Books,435,5,Cash,2175
9312,KH43465,12/28/2020,Books,187,2,Credit Card,374
9313,KH43465,1/27/2022,Clothing,395,2,PayPal,790
9314,KH43465,1/3/2022,Home,464,3,Cash,1392
9315,KH43465,2/16/2021,Clothing,445,1,Credit Card,445
9316,KH43465,2/10/2023,Home,436,5,Cash,2180
9317,KH20688,1/8/2020,Books,312,1,PayPal,312
9318,KH20688,3/10/2022,Electronics,80,2,Credit Card,160
9319,KH20688,12/19/2021,Electronics,385,4,Cash,1540
9320,KH20688,5/22/2021,Electronics,208,2,PayPal,416
9321,KH20688,11/6/2022,Clothing,390,1,Credit Card,390
9322,KH20688,6/2/2022,Books,319,3,Credit Card,957
9323,KH20688,9/9/2021,Electronics,130,5,Credit Card,650
9324,KH44171,5/3/2021,Clothing,296,2,PayPal,592
9325,KH44171,9/1/2021,Electronics,75,5,PayPal,375
9326,KH44171,8/16/2020,Electronics,132,5,Credit Card,660
9327,KH44171,9/10/2020,Books,221,2,Credit Card,442
9328,KH42809,1/26/2020,Books,284,3,Credit Card,852
9329,KH42809,2/7/2023,Books,467,2,Cash,934
9330,KH42809,4/19/2023,Clothing,107,5,Credit Card,535
9331,KH42809,3/26/2021,Books,498,2,PayPal,996
9332,KH8093,12/3/2022,Electronics,142,2,Cash,284
9333,KH8093,8/19/2022,Books,27,3,Credit Card,81
9334,KH8093,7/10/2023,Home,329,4,Credit Card,1316
9335,KH8093,10/16/2022,Books,98,5,Cash,490
9336,KH11380,3/12/2021,Books,294,3,Credit Card,882
9337,KH11380,6/5/2021,Electronics,160,3,Credit Card,480
9338,KH11380,3/15/2020,Books,206,1,Credit Card,206
9339,KH30967,12/29/2020,Books,342,1,PayPal,342
9340,KH30967,3/10/2022,Electronics,483,1,Credit Card,483
9341,KH30967,7/14/2023,Clothing,485,2,Credit Card,970
9342,KH19142,5/31/2020,Books,27,3,Crypto,81
9343,KH19142,5/30/2022,Clothing,486,2,Credit Card,972
9344,KH19142,2/15/2022,Clothing,96,1,PayPal,96
9345,KH19142,2/11/2020,Books,184,1,Cash,184
9346,KH22197,6/15/2020,Home,406,3,PayPal,1218
9347,KH22197,2/14/2023,Electronics,343,5,PayPal,1715
9348,KH22197,1/28/2022,Electronics,239,4,Crypto,956
9349,KH22197,1/19/2023,Home,219,3,Credit Card,657
9350,KH22197,6/24/2023,Clothing,286,2,PayPal,572
9351,KH22197,11/21/2022,Home,500,5,Cash,2500
9352,KH44455,1/3/2020,Books,139,5,Cash,695
9353,KH44455,7/3/2021,Books,337,4,Cash,1348
9354,KH44455,1/12/2023,Electronics,327,2,Crypto,654
9355,KH44455,1/14/2020,Home,104,2,Credit Card,208
9356,KH44455,4/7/2020,Clothing,310,2,Cash,620
9357,KH44455,4/1/2020,Clothing,154,1,Credit Card,154
9358,KH44455,5/29/2021,Clothing,465,2,Crypto,930
9359,KH44455,9/2/2021,Clothing,478,4,PayPal,1912
9360,KH44455,5/1/2022,Books,96,2,Credit Card,192
9361,KH41626,2/15/2020,Clothing,265,5,PayPal,1325
9362,KH41626,4/11/2023,Books,377,3,Credit Card,1131
9363,KH41626,11/6/2022,Electronics,384,4,Cash,1536
9364,KH14654,7/7/2022,Clothing,239,5,PayPal,1195
9365,KH14654,10/31/2020,Clothing,340,3,Credit Card,1020
9366,KH14654,7/20/2020,Clothing,287,5,PayPal,1435
9367,KH9342,1/14/2022,Clothing,454,2,Credit Card,908
9368,KH9342,8/31/2020,Home,128,5,PayPal,640
9369,KH9342,4/26/2023,Clothing,197,1,Credit Card,197
9370,KH9342,7/25/2020,Electronics,152,1,Cash,152
9371,KH9342,1/13/2022,Home,183,5,PayPal,915
9372,KH9342,5/10/2021,Home,236,4,Cash,944
9373,KH9342,2/27/2020,Home,499,4,Credit Card,1996
9374,KH1369,12/28/2020,Electronics,287,3,PayPal,861
9375,KH1369,2/18/2020,Clothing,306,5,PayPal,1530
9376,KH1369,9/19/2021,Clothing,405,1,PayPal,405
9377,KH1369,4/27/2022,Home,349,4,Credit Card,1396
9378,KH1369,8/6/2022,Books,88,3,Credit Card,264
9379,KH1369,9/13/2021,Home,50,5,Credit Card,250
9380,KH1369,3/21/2023,Home,59,1,PayPal,59
9381,KH1369,4/30/2020,Electronics,198,5,PayPal,990
9382,KH19706,6/22/2023,Clothing,465,2,Cash,930
9383,KH19706,9/30/2022,Books,17,4,Credit Card,68
9384,KH19706,7/31/2023,Home,227,4,Cash,908
9385,KH44550,6/10/2020,Home,286,5,PayPal,1430
9386,KH44550,7/10/2022,Home,130,4,Credit Card,520
9387,KH44550,2/25/2022,Electronics,293,4,Credit Card,1172
9388,KH47704,6/6/2021,Home,472,5,Crypto,2360
9389,KH47704,9/3/2023,Books,129,2,Credit Card,258
9390,KH47704,12/8/2022,Books,432,3,Cash,1296
9391,KH47704,8/8/2021,Electronics,429,3,PayPal,1287
9392,KH47704,11/2/2022,Clothing,111,3,Credit Card,333
9393,KH47704,5/4/2022,Home,102,2,Cash,204
9394,KH47704,11/24/2020,Clothing,397,2,Credit Card,794
9395,KH47704,7/24/2022,Books,111,2,Crypto,222
9396,KH47704,6/27/2021,Books,107,1,Credit Card,107
9397,KH17965,1/24/2020,Home,85,5,PayPal,425
9398,KH17965,8/27/2021,Home,61,1,Cash,61
9399,KH17965,10/6/2020,Electronics,33,1,PayPal,33
9400,KH3994,7/15/2023,Books,404,4,PayPal,1616
9401,KH3994,3/18/2020,Books,16,5,Cash,80
9402,KH3994,4/29/2020,Books,326,3,Credit Card,978
9403,KH3994,3/9/2021,Home,365,3,PayPal,1095
9404,KH3994,2/10/2020,Home,89,4,Cash,356
9405,KH3994,5/18/2020,Home,16,4,Credit Card,64
9406,KH11814,9/19/2021,Clothing,200,1,Credit Card,200
9407,KH11814,7/21/2023,Clothing,94,4,Credit Card,376
9408,KH11814,6/20/2020,Books,32,1,Credit Card,32
9409,KH11814,4/25/2023,Home,407,2,PayPal,814
9410,KH11814,4/26/2020,Electronics,484,1,PayPal,484
9411,KH11814,1/28/2021,Clothing,218,5,Cash,1090
9412,KH24004,1/31/2023,Clothing,266,2,Crypto,532
9413,KH24004,11/27/2021,Home,351,5,Crypto,1755
9414,KH24004,8/14/2021,Clothing,269,3,PayPal,807
9415,KH24004,1/7/2023,Clothing,259,2,PayPal,518
9416,KH27112,1/21/2020,Home,465,5,Credit Card,2325
9417,KH27112,4/21/2021,Clothing,106,2,Cash,212
9418,KH27112,4/1/2022,Home,27,3,Credit Card,81
9419,KH27112,12/21/2020,Home,234,4,Credit Card,936
9420,KH27112,2/11/2022,Home,141,5,Credit Card,705
9421,KH27112,4/13/2021,Clothing,346,2,Crypto,692
9422,KH524,6/6/2020,Books,435,2,PayPal,870
9423,KH524,3/14/2021,Home,178,5,Credit Card,890
9424,KH524,10/6/2021,Books,293,3,PayPal,879
9425,KH524,8/19/2021,Electronics,449,3,PayPal,1347
9426,KH524,8/19/2022,Home,264,2,PayPal,528
9427,KH524,4/9/2021,Clothing,321,5,Credit Card,1605
9428,KH37035,4/12/2020,Home,488,1,Crypto,488
9429,KH37035,6/12/2022,Home,277,5,PayPal,1385
9430,KH37035,2/15/2021,Clothing,35,2,Crypto,70
9431,KH37035,8/10/2020,Clothing,464,2,PayPal,928
9432,KH37035,3/28/2023,Electronics,446,3,Credit Card,1338
9433,KH37035,7/26/2022,Books,445,4,Cash,1780
9434,KH37035,4/7/2021,Home,111,4,PayPal,444
9435,KH37035,8/23/2021,Electronics,113,3,Cash,339
9436,KH43777,8/24/2023,Books,253,5,PayPal,1265
9437,KH43777,1/8/2022,Electronics,344,2,PayPal,688
9438,KH43777,10/30/2021,Electronics,386,4,Cash,1544
9439,KH43777,3/8/2022,Home,212,3,PayPal,636
9440,KH43777,2/10/2022,Books,216,2,Cash,432
9441,KH27535,8/22/2023,Home,401,1,Credit Card,401
9442,KH27535,1/2/2020,Home,457,4,Cash,1828
9443,KH27535,8/29/2023,Home,65,5,PayPal,325
9444,KH27535,8/21/2022,Books,317,2,PayPal,634
9445,KH27535,2/9/2021,Books,17,1,PayPal,17
9446,KH23707,10/10/2022,Home,407,4,PayPal,1628
9447,KH23707,4/3/2022,Books,467,3,Credit Card,1401
9448,KH23707,1/30/2020,Clothing,327,5,Credit Card,1635
9449,KH23707,1/18/2021,Electronics,397,1,Credit Card,397
9450,KH23707,5/14/2021,Clothing,361,3,Cash,1083
9451,KH23707,12/26/2022,Clothing,347,5,PayPal,1735
9452,KH23707,7/26/2021,Books,342,1,Cash,342
9453,KH23707,10/4/2020,Clothing,232,5,PayPal,1160
9454,KH20320,2/3/2022,Home,422,4,Cash,1688
9455,KH20320,2/16/2022,Electronics,145,4,PayPal,580
9456,KH20320,10/13/2020,Home,481,3,Cash,1443
9457,KH20320,9/6/2020,Clothing,481,3,Credit Card,1443
9458,KH20320,12/12/2021,Electronics,51,1,Cash,51
9459,KH20320,12/26/2022,Books,231,5,Crypto,1155
9460,KH20320,2/17/2022,Books,176,1,PayPal,176
9461,KH20320,8/25/2022,Books,26,3,PayPal,78
9462,KH20320,3/2/2020,Books,214,3,PayPal,642
9463,KH20320,2/16/2021,Home,135,3,Credit Card,405
9464,KH20320,4/16/2021,Clothing,331,1,PayPal,331
9465,KH15892,10/17/2020,Books,53,1,Cash,53
9466,KH15892,3/25/2023,Books,157,3,PayPal,471
9467,KH15892,9/17/2022,Home,93,1,Crypto,93
9468,KH15892,6/9/2020,Books,411,4,Cash,1644
9469,KH15892,3/22/2022,Books,419,2,PayPal,838
9470,KH15892,1/6/2020,Clothing,364,1,Credit Card,364
9471,KH15892,1/12/2022,Clothing,490,1,PayPal,490
9472,KH15892,9/25/2021,Books,442,5,Credit Card,2210
9473,KH8692,3/13/2023,Home,57,2,Cash,114
9474,KH8692,2/2/2023,Books,104,2,Credit Card,208
9475,KH8692,3/10/2021,Electronics,390,3,PayPal,1170
9476,KH8692,7/1/2020,Books,286,2,PayPal,572
9477,KH8692,7/24/2022,Clothing,310,4,Credit Card,1240
9478,KH8692,3/24/2021,Electronics,497,4,PayPal,1988
9479,KH8692,6/26/2022,Clothing,285,3,PayPal,855
9480,KH8692,9/8/2022,Clothing,370,4,PayPal,1480
9481,KH12287,3/23/2023,Books,402,1,Credit Card,402
9482,KH12287,8/15/2021,Electronics,177,5,PayPal,885
9483,KH12287,2/18/2021,Books,441,2,PayPal,882
9484,KH12287,8/8/2021,Books,99,1,PayPal,99
9485,KH12287,2/7/2023,Clothing,244,3,Credit Card,732
9486,KH41334,1/22/2021,Books,295,3,PayPal,885
9487,KH41334,9/17/2020,Clothing,104,5,Credit Card,520
9488,KH41334,5/14/2023,Clothing,400,4,Cash,1600
9489,KH2825,8/18/2020,Books,391,3,Credit Card,1173
9490,KH2825,6/4/2020,Clothing,162,2,Credit Card,324
9491,KH2825,8/19/2022,Books,89,5,Cash,445
9492,KH2825,11/18/2020,Clothing,378,2,PayPal,756
9493,KH2825,11/25/2022,Books,135,4,Credit Card,540
9494,KH2825,7/5/2023,Clothing,337,2,Cash,674
9495,KH2825,1/2/2022,Books,432,5,PayPal,2160
9496,KH5234,4/24/2020,Electronics,170,4,Credit Card,680
9497,KH5234,6/8/2020,Electronics,416,4,PayPal,1664
9498,KH5234,6/15/2021,Clothing,264,2,Cash,528
9499,KH5234,7/29/2022,Clothing,301,5,Cash,1505
9500,KH5234,12/31/2022,Clothing,45,4,PayPal,180
9501,KH5234,10/9/2021,Home,406,3,Credit Card,1218
9502,KH42161,2/6/2020,Clothing,447,4,Cash,1788
9503,KH42161,5/14/2020,Electronics,159,5,Credit Card,795
9504,KH42161,4/18/2021,Clothing,167,2,Cash,334
9505,KH42161,10/2/2022,Home,351,1,Crypto,351
9506,KH42161,11/25/2021,Clothing,416,1,Crypto,416
9507,KH42161,12/20/2022,Electronics,227,5,Credit Card,1135
9508,KH42161,1/10/2020,Books,169,2,PayPal,338
9509,KH42161,7/26/2022,Electronics,140,2,Crypto,280
9510,KH42161,5/30/2021,Electronics,119,5,PayPal,595
9511,KH42161,11/2/2020,Electronics,17,3,Credit Card,51
9512,KH42161,4/24/2021,Home,58,3,Cash,174
9513,KH42161,2/1/2021,Electronics,294,3,Credit Card,882
9514,KH42161,1/6/2021,Electronics,479,4,Credit Card,1916
9515,KH19738,3/16/2021,Electronics,350,5,PayPal,1750
9516,KH19738,3/19/2023,Electronics,490,2,Credit Card,980
9517,KH19738,1/15/2021,Home,282,4,Cash,1128
9518,KH19738,10/31/2021,Home,32,5,PayPal,160
9519,KH19738,9/13/2022,Books,23,5,Credit Card,115
9520,KH19738,10/30/2021,Home,235,5,Cash,1175
9521,KH19738,8/26/2022,Books,222,2,Crypto,444
9522,KH19738,2/8/2022,Clothing,435,3,Cash,1305
9523,KH19738,9/3/2021,Books,217,2,PayPal,434
9524,KH19738,2/19/2023,Home,390,2,Credit Card,780
9525,KH19738,12/28/2021,Books,274,1,Credit Card,274
9526,KH1512,4/15/2021,Books,161,4,Crypto,644
9527,KH1512,5/19/2023,Home,233,2,Credit Card,466
9528,KH1512,5/23/2022,Clothing,283,2,Cash,566
9529,KH1512,3/30/2023,Books,176,1,PayPal,176
9530,KH35721,9/29/2021,Clothing,408,2,Crypto,816
9531,KH35721,9/29/2020,Electronics,280,1,Crypto,280
9532,KH35721,8/21/2021,Home,93,2,Cash,186
9533,KH8542,6/7/2021,Books,51,3,Credit Card,153
9534,KH8542,2/25/2023,Books,498,2,PayPal,996
9535,KH8542,1/19/2020,Books,180,3,PayPal,540
9536,KH8542,3/26/2022,Electronics,366,4,Crypto,1464
9537,KH8542,7/9/2020,Clothing,378,4,Credit Card,1512
9538,KH45912,5/27/2023,Books,201,2,Crypto,402
9539,KH45912,2/6/2020,Books,461,1,Crypto,461
9540,KH45912,5/22/2020,Books,391,3,Crypto,1173
9541,KH45912,11/21/2022,Books,490,4,Cash,1960
9542,KH49874,8/10/2020,Clothing,35,1,PayPal,35
9543,KH49874,9/11/2020,Clothing,397,3,Crypto,1191
9544,KH49874,12/11/2021,Clothing,169,5,PayPal,845
9545,KH49874,2/17/2023,Books,49,3,PayPal,147
9546,KH49874,2/4/2023,Clothing,89,1,PayPal,89
9547,KH49874,6/5/2021,Electronics,330,2,Cash,660
9548,KH49874,1/11/2020,Books,42,3,PayPal,126
9549,KH49874,5/13/2020,Books,460,5,Cash,2300
9550,KH49874,8/16/2022,Home,359,1,PayPal,359
