stt,customer_id,totalspent,frequency,lastpurchasedate,recency,customer_labels
1655,KH33587,1874,6,12/2/2022,287,Regular Customers
1656,KH4179,3881,4,5/26/2023,111,Regular Customers
1657,KH28867,5337,7,3/9/2023,190,VIP Customers
1658,KH30835,4609,4,9/12/2023,2,Regular Customers
1659,KH5646,2862,3,2/21/2023,206,Regular Customers
1660,KH1080,3066,5,4/9/2023,158,Regular Customers
1661,KH48035,8382,7,6/17/2023,89,VIP Customers
1662,KH38045,3708,5,8/28/2023,17,Regular Customers
1663,KH35275,1043,3,9/17/2022,363,Regular Customers
1664,KH10396,3242,6,5/10/2023,128,Regular Customers
1665,KH45758,2229,4,9/7/2023,8,Regular Customers
1666,KH11507,2235,3,8/7/2021,769,Lapsed Customers
1667,KH35489,1565,3,10/6/2022,344,Regular Customers
1668,KH27332,3267,7,8/9/2023,36,Regular Customers
1669,KH28936,6199,7,6/30/2023,76,VIP Customers
1670,KH19151,5299,8,12/22/2022,266,VIP Customers
1671,KH20796,7305,8,8/23/2023,23,VIP Customers
1672,KH13574,5627,4,7/9/2023,68,Regular Customers
1673,KH24368,2873,8,12/9/2022,279,VIP Customers
1674,KH7551,2758,4,4/2/2023,165,Regular Customers
1675,KH1972,2212,4,6/16/2023,90,Regular Customers
1676,KH9049,2894,4,5/6/2023,132,Regular Customers
1677,KH7657,4305,7,7/30/2022,411,VIP Customers
1678,KH30038,10282,9,9/12/2023,2,VIP Customers
1679,KH19770,4768,6,6/16/2023,91,VIP Customers
1680,KH20695,3941,4,3/18/2023,180,Regular Customers
1681,KH2253,3352,4,1/9/2023,249,Regular Customers
1682,KH9425,5147,10,9/10/2023,4,VIP Customers
1683,KH29256,5430,6,7/14/2023,63,VIP Customers
1684,KH36636,5374,5,9/12/2023,2,VIP Customers
1685,KH23964,4289,4,8/28/2023,17,Regular Customers
1686,KH36246,7003,7,4/15/2023,153,VIP Customers
1687,KH2880,5043,9,9/6/2023,9,VIP Customers
1688,KH36388,4290,6,8/7/2022,403,Regular Customers
1689,KH14528,3363,3,3/11/2023,188,Regular Customers
1690,KH10281,4082,7,8/10/2023,36,VIP Customers
1691,KH43665,6298,8,6/20/2023,86,VIP Customers
1692,KH46628,4588,5,6/29/2022,443,Regular Customers
1693,KH37931,2966,6,3/21/2023,178,Regular Customers
1694,KH14015,3670,8,6/1/2023,106,VIP Customers
1695,KH8351,5137,6,6/19/2023,87,VIP Customers
1696,KH40947,2837,4,4/29/2022,503,Lapsed Customers
1697,KH19796,7042,7,7/17/2022,424,VIP Customers
1698,KH3210,9197,8,4/10/2023,157,VIP Customers
1699,KH7433,5745,10,9/13/2023,1,VIP Customers
1700,KH36356,5906,5,5/9/2023,129,VIP Customers
1701,KH16507,3962,6,6/7/2023,99,Regular Customers
1702,KH2481,960,1,2/13/2020,1310,Lapsed Customers
1703,KH12533,6481,5,11/1/2022,318,VIP Customers
1704,KH33960,3023,5,6/5/2023,102,Regular Customers
1705,KH40985,9257,13,10/2/2022,347,VIP Customers
1706,KH35137,4669,7,8/21/2021,754,Lapsed Customers
1707,KH34901,6642,6,7/10/2022,431,VIP Customers
1708,KH23870,5407,5,4/26/2023,141,VIP Customers
1709,KH27161,7544,6,12/3/2022,286,VIP Customers
1710,KH3168,6161,6,7/27/2023,49,VIP Customers
1711,KH7519,3551,10,4/9/2023,158,VIP Customers
1712,KH24536,1686,2,5/28/2022,475,Lapsed Customers
1713,KH47456,4557,8,3/7/2023,192,VIP Customers
1714,KH8222,5064,5,8/2/2023,44,Regular Customers
1715,KH14671,2394,3,5/17/2021,851,Lapsed Customers
1716,KH44843,3896,7,6/16/2023,91,VIP Customers
1717,KH46877,3773,4,1/28/2022,595,Lapsed Customers
1718,KH40128,6242,4,4/23/2022,510,Lapsed Customers
1719,KH44388,5523,5,4/13/2022,520,Lapsed Customers
1720,KH6767,2071,3,5/8/2021,859,Lapsed Customers
1721,KH38218,3793,5,3/13/2023,185,Regular Customers
1722,KH27054,1561,3,9/15/2021,729,Lapsed Customers
1723,KH45100,717,2,10/21/2022,329,Regular Customers
1724,KH42530,3987,8,9/7/2022,372,VIP Customers
1725,KH20644,5383,9,2/28/2023,198,VIP Customers
1726,KH3572,3837,7,8/30/2023,15,VIP Customers
1727,KH462,2154,5,6/14/2022,458,Lapsed Customers
1728,KH34418,4838,7,4/4/2023,164,VIP Customers
1729,KH36228,5930,9,7/21/2023,55,VIP Customers
1730,KH19810,4748,6,8/6/2023,40,VIP Customers
1731,KH15278,1619,4,6/28/2021,809,Lapsed Customers
1732,KH28257,5778,6,2/21/2023,205,VIP Customers
1733,KH23108,7164,11,9/13/2023,1,VIP Customers
1734,KH46977,3354,8,10/30/2022,319,VIP Customers
1735,KH35161,1604,4,7/22/2023,54,Regular Customers
1736,KH25025,6202,9,9/12/2023,2,VIP Customers
1737,KH45685,2337,4,6/19/2023,88,Regular Customers
1738,KH18486,4624,10,5/2/2023,136,VIP Customers
1739,KH40103,4016,4,7/29/2021,777,Lapsed Customers
1740,KH17675,5562,7,12/25/2022,264,VIP Customers
1741,KH48202,4968,9,8/19/2023,26,VIP Customers
1742,KH47905,7178,8,9/22/2022,357,VIP Customers
1743,KH24441,4000,5,4/12/2023,156,Regular Customers
1744,KH8038,2653,3,9/9/2022,371,Regular Customers
1745,KH42544,6895,7,4/5/2023,163,VIP Customers
1746,KH8541,2212,4,6/27/2023,79,Regular Customers
1747,KH19703,4403,7,10/27/2022,323,VIP Customers
1748,KH46975,4251,5,3/28/2023,171,Regular Customers
1749,KH36437,12262,17,8/25/2023,20,VIP Customers
1750,KH20770,7134,7,7/5/2023,71,VIP Customers
1751,KH44946,4329,8,8/26/2023,19,VIP Customers
1752,KH29990,9088,11,3/25/2023,174,VIP Customers
1753,KH26611,6244,8,6/15/2023,92,VIP Customers
1754,KH48953,3702,6,1/23/2023,234,Regular Customers
1755,KH24237,3767,5,8/17/2023,28,Regular Customers
1756,KH29573,1407,4,7/31/2023,46,Regular Customers
1757,KH28857,1521,3,1/10/2023,248,Regular Customers
1758,KH6265,2486,4,1/17/2023,240,Regular Customers
1759,KH2137,10053,8,6/11/2023,96,VIP Customers
1760,KH18897,6066,11,7/24/2023,53,VIP Customers
1761,KH33895,3232,6,10/11/2022,338,Regular Customers
1762,KH10244,1172,2,11/9/2021,674,Lapsed Customers
1763,KH39825,4815,7,12/10/2022,278,VIP Customers
1764,KH39567,2731,4,6/19/2022,452,Lapsed Customers
1765,KH2459,8559,11,7/2/2023,74,VIP Customers
1766,KH27470,6210,4,9/28/2022,351,Regular Customers
1767,KH46326,4250,5,8/25/2023,20,Regular Customers
1768,KH15292,1942,4,8/3/2022,408,Regular Customers
1769,KH30946,8154,10,9/8/2022,372,VIP Customers
1770,KH10124,4725,4,9/13/2023,2,Regular Customers
1771,KH44810,3936,3,5/25/2023,112,Regular Customers
1772,KH29682,7920,9,3/6/2023,192,VIP Customers
1773,KH27663,68,1,2/6/2022,586,Lapsed Customers
1774,KH11899,5676,7,9/11/2023,4,VIP Customers
1775,KH30334,4870,6,5/18/2023,120,VIP Customers
1776,KH15051,8014,9,8/23/2023,22,VIP Customers
1777,KH16679,6085,8,3/26/2023,172,VIP Customers
1778,KH3647,1547,3,7/15/2022,426,Lapsed Customers
1779,KH30660,4644,7,6/29/2023,78,VIP Customers
1780,KH7856,5996,6,4/6/2023,161,VIP Customers
1781,KH14298,3386,7,2/4/2023,222,Regular Customers
1782,KH47770,1083,3,4/24/2022,508,Lapsed Customers
1783,KH40497,5460,7,4/19/2023,149,VIP Customers
1784,KH42990,2155,4,8/29/2023,16,Regular Customers
1785,KH41109,5846,6,5/28/2023,109,VIP Customers
1786,KH44739,2198,2,9/4/2023,11,Regular Customers
1787,KH34720,6926,11,3/30/2022,534,VIP Customers
1788,KH41255,3896,5,5/28/2023,110,Regular Customers
1789,KH28865,2426,5,7/19/2022,423,Regular Customers
1790,KH14914,4706,10,6/12/2023,94,VIP Customers
1791,KH10629,8655,9,10/27/2022,323,VIP Customers
1792,KH6613,6263,6,2/22/2023,204,VIP Customers
1793,KH12522,7479,7,4/3/2023,164,VIP Customers
1794,KH16900,6133,8,5/22/2023,115,VIP Customers
1795,KH7901,7041,8,6/9/2022,463,VIP Customers
1796,KH27145,6138,9,8/17/2023,29,VIP Customers
1797,KH14840,2153,3,4/22/2022,511,Lapsed Customers
1798,KH33466,3564,6,1/15/2023,242,Regular Customers
1799,KH6070,6349,7,9/9/2023,6,VIP Customers
1800,KH49148,9693,8,3/15/2023,184,VIP Customers
1801,KH26358,5148,7,9/3/2023,11,VIP Customers
1802,KH13615,3696,6,1/21/2023,237,Regular Customers
1803,KH44347,2986,4,4/29/2023,139,Regular Customers
1804,KH13779,7490,7,3/5/2022,558,VIP Customers
1805,KH21691,4837,5,5/25/2023,113,Regular Customers
1806,KH4276,4879,7,1/30/2022,593,Lapsed Customers
1807,KH1234,7490,9,4/23/2023,145,VIP Customers
1808,KH22560,4779,7,4/25/2023,143,VIP Customers
1809,KH44157,2375,2,9/18/2021,727,Lapsed Customers
1810,KH4650,1171,3,4/20/2021,877,Lapsed Customers
1811,KH4991,4120,6,3/11/2023,188,Regular Customers
1812,KH47760,6509,8,5/22/2023,116,VIP Customers
1813,KH14180,4045,4,6/19/2023,87,Regular Customers
1814,KH36332,4614,4,2/25/2022,567,Lapsed Customers
1815,KH7731,4768,6,8/17/2023,28,VIP Customers
1816,KH34428,2783,3,6/27/2021,809,Lapsed Customers
1817,KH5166,5247,4,5/20/2023,117,Regular Customers
1818,KH42057,7144,8,6/25/2023,81,VIP Customers
1819,KH14185,5903,7,3/27/2023,172,VIP Customers
1820,KH33831,1852,3,9/28/2022,352,Regular Customers
1821,KH45891,1794,4,10/13/2021,702,Lapsed Customers
1822,KH46114,6555,8,3/6/2022,558,VIP Customers
1823,KH11445,3904,7,5/20/2023,118,VIP Customers
1824,KH7152,2974,6,8/7/2023,38,Regular Customers
1825,KH8388,7300,9,1/28/2023,229,VIP Customers
1826,KH15401,4415,7,1/15/2023,242,VIP Customers
1827,KH14398,3241,4,6/4/2022,468,Lapsed Customers
1828,KH21290,1838,3,10/19/2022,331,Regular Customers
1829,KH29093,7615,11,6/20/2023,87,VIP Customers
1830,KH3014,3907,4,6/10/2021,827,Lapsed Customers
1831,KH28434,4289,6,8/22/2023,23,Regular Customers
1832,KH4929,4823,5,7/24/2023,53,Regular Customers
1833,KH24264,2276,4,3/12/2022,551,Lapsed Customers
1834,KH18679,1301,5,2/6/2023,221,Regular Customers
1835,KH42542,6087,6,8/7/2023,38,VIP Customers
1836,KH2304,5476,7,12/6/2022,283,VIP Customers
1837,KH14820,3660,3,11/26/2021,657,Lapsed Customers
1838,KH33207,9456,8,8/21/2023,25,VIP Customers
1839,KH33079,5397,6,2/6/2023,220,VIP Customers
1840,KH1466,3941,3,12/5/2022,284,Regular Customers
1841,KH33836,6630,7,1/28/2023,229,VIP Customers
1842,KH32566,5323,7,2/28/2023,199,VIP Customers
1843,KH29715,8720,6,4/26/2023,142,VIP Customers
1844,KH49501,1842,4,10/22/2021,693,Lapsed Customers
1845,KH6558,2604,3,4/20/2023,147,Regular Customers
1846,KH11148,2021,4,4/23/2023,145,Regular Customers
1847,KH13640,3108,4,11/20/2022,298,Regular Customers
1848,KH5660,5539,6,8/4/2023,42,VIP Customers
1849,KH43780,2990,3,2/28/2023,199,Regular Customers
1850,KH12756,6532,6,8/15/2023,31,VIP Customers
1851,KH21089,2567,4,4/25/2023,142,Regular Customers
1852,KH43662,2517,6,11/19/2022,299,Regular Customers
1853,KH26695,6280,8,4/22/2023,146,VIP Customers
1854,KH42158,2415,2,4/23/2023,145,Regular Customers
1855,KH2774,898,3,7/2/2022,439,Lapsed Customers
1856,KH1687,6576,10,2/20/2023,207,VIP Customers
1857,KH16040,3377,7,7/7/2022,434,Regular Customers
1858,KH28103,462,3,2/24/2023,202,Regular Customers
1859,KH15623,2296,2,5/7/2023,130,Regular Customers
1860,KH43795,4115,6,3/7/2023,191,Regular Customers
1861,KH29271,9077,10,3/21/2023,177,VIP Customers
1862,KH20614,1053,2,3/9/2022,555,Lapsed Customers
1863,KH34209,2352,6,2/25/2023,202,Regular Customers
1864,KH36947,3707,6,1/16/2023,241,Regular Customers
1865,KH1141,1999,4,8/6/2023,40,Regular Customers
1866,KH47782,1541,2,9/9/2021,735,Lapsed Customers
1867,KH22707,5627,8,3/4/2023,195,VIP Customers
1868,KH2441,3628,7,6/26/2023,81,VIP Customers
1869,KH19034,1822,3,3/6/2021,923,Lapsed Customers
1870,KH47481,5555,5,9/6/2023,8,VIP Customers
1871,KH32339,4370,4,3/13/2022,551,Lapsed Customers
1872,KH3752,3946,6,7/12/2023,65,Regular Customers
1873,KH38202,2930,4,7/21/2023,55,Regular Customers
1874,KH41554,2726,6,5/1/2023,136,Regular Customers
1875,KH42098,3633,3,2/3/2022,589,Lapsed Customers
1876,KH22860,7160,10,5/13/2023,125,VIP Customers
1877,KH28353,7122,7,7/28/2023,48,VIP Customers
1878,KH7248,4293,7,5/10/2023,128,VIP Customers
1879,KH39359,5069,8,8/20/2023,26,VIP Customers
1880,KH29653,2281,5,9/1/2022,379,Regular Customers
1881,KH38068,5287,6,8/19/2023,26,VIP Customers
1882,KH34161,2766,6,8/13/2023,33,Regular Customers
1883,KH16416,4766,5,2/3/2022,589,Lapsed Customers
1884,KH26920,2492,5,3/19/2023,179,Regular Customers
1885,KH9015,5018,6,4/23/2023,145,VIP Customers
1886,KH5788,4469,6,6/12/2022,460,Regular Customers
1887,KH34277,1492,2,7/8/2023,69,Regular Customers
1888,KH38228,5882,5,6/9/2023,98,VIP Customers
1889,KH6362,7071,8,8/9/2023,37,VIP Customers
1890,KH4036,2171,5,11/7/2022,312,Regular Customers
1891,KH44790,2315,3,2/13/2023,214,Regular Customers
1892,KH12592,5413,8,7/10/2023,67,VIP Customers
1893,KH4402,4387,9,8/8/2023,37,VIP Customers
1894,KH39711,4339,6,5/21/2023,117,Regular Customers
1895,KH17592,5826,8,3/27/2023,171,VIP Customers
1896,KH743,5001,6,5/3/2023,134,VIP Customers
1897,KH15842,4096,4,2/27/2023,200,Regular Customers
1898,KH4391,7578,9,11/29/2022,289,VIP Customers
1899,KH28614,1891,5,10/14/2022,335,Regular Customers
1900,KH46084,6175,8,12/13/2022,276,VIP Customers
1901,KH42312,1239,4,11/28/2021,655,Lapsed Customers
1902,KH20433,2771,5,7/30/2023,46,Regular Customers
1903,KH44873,7269,6,4/28/2023,140,VIP Customers
1904,KH41331,5128,4,7/10/2023,67,Regular Customers
1905,KH10095,5524,4,10/29/2022,320,Regular Customers
1906,KH13269,5135,7,3/29/2022,534,VIP Customers
1907,KH44060,6679,6,8/21/2023,25,VIP Customers
1908,KH24489,6473,9,4/10/2023,158,VIP Customers
1909,KH16869,3031,5,6/5/2023,102,Regular Customers
1910,KH33293,2555,5,5/6/2023,131,Regular Customers
1911,KH9667,5313,8,10/27/2021,688,Lapsed Customers
1912,KH33835,4340,6,8/2/2023,44,Regular Customers
1913,KH7220,2559,6,4/20/2023,148,Regular Customers
1914,KH801,5780,7,5/31/2023,106,VIP Customers
1915,KH32011,1098,2,4/13/2023,155,Regular Customers
1916,KH47548,2754,3,6/14/2023,92,Regular Customers
1917,KH26558,4478,5,1/12/2023,246,Regular Customers
1918,KH40870,4858,5,9/13/2023,2,Regular Customers
1919,KH13726,3002,5,8/22/2022,388,Regular Customers
1920,KH43733,2232,3,6/21/2023,86,Regular Customers
1921,KH6784,3794,4,10/22/2022,328,Regular Customers
1922,KH34230,5175,8,2/8/2023,219,VIP Customers
1923,KH4926,8205,8,8/23/2023,22,VIP Customers
1924,KH22472,2784,5,11/8/2022,310,Regular Customers
1925,KH47759,3375,6,8/5/2023,40,Regular Customers
1926,KH13159,6203,6,8/24/2023,21,VIP Customers
1927,KH39886,2793,4,11/24/2022,294,Regular Customers
1928,KH10738,7053,6,5/16/2023,121,VIP Customers
1929,KH12816,6248,8,8/1/2023,45,VIP Customers
1930,KH29341,1185,4,7/31/2023,46,Regular Customers
1931,KH17868,2483,6,6/18/2023,89,Regular Customers
1932,KH26972,5594,7,8/20/2023,26,VIP Customers
1933,KH3390,5836,8,9/7/2023,7,VIP Customers
1934,KH15729,6115,7,9/5/2022,374,VIP Customers
1935,KH8173,5115,8,4/9/2023,158,VIP Customers
1936,KH21211,3852,6,8/21/2023,24,Regular Customers
1937,KH31810,5739,6,8/3/2023,42,VIP Customers
1938,KH47829,8448,7,4/2/2023,166,VIP Customers
1939,KH22380,5515,8,8/10/2023,35,VIP Customers
1940,KH28192,3033,4,9/6/2023,8,Regular Customers
1941,KH25826,2413,4,3/1/2023,197,Regular Customers
1942,KH426,4500,5,5/30/2021,838,Lapsed Customers
1943,KH31981,3401,5,8/14/2023,31,Regular Customers
1944,KH23185,4275,6,3/14/2022,549,Lapsed Customers
1945,KH9167,5176,8,8/12/2023,33,VIP Customers
1946,KH37496,6677,6,5/18/2023,120,VIP Customers
1947,KH41431,8826,9,7/24/2023,53,VIP Customers
1948,KH42963,2600,5,10/14/2021,701,Lapsed Customers
1949,KH29196,4650,6,7/3/2022,438,VIP Customers
1950,KH12709,7182,9,7/15/2023,62,VIP Customers
1951,KH39408,8181,8,2/9/2023,218,VIP Customers
1952,KH4066,9067,9,8/29/2023,17,VIP Customers
1953,KH24104,2942,7,6/26/2023,81,Regular Customers
1954,KH33640,2509,4,5/15/2023,122,Regular Customers
1955,KH23446,8461,12,6/3/2023,104,VIP Customers
1956,KH33487,6949,8,2/21/2023,205,VIP Customers
1957,KH37146,3486,4,11/27/2022,291,Regular Customers
1958,KH10424,6117,7,6/21/2023,86,VIP Customers
1959,KH19629,6501,8,5/24/2023,113,VIP Customers
1960,KH47695,2445,6,5/24/2023,113,Regular Customers
1961,KH19171,6396,7,6/17/2021,819,Lapsed Customers
1962,KH40797,4026,10,6/29/2023,77,VIP Customers
1963,KH24790,6634,9,8/3/2023,42,VIP Customers
1964,KH29286,8199,11,12/7/2022,282,VIP Customers
1965,KH36960,4589,6,6/2/2023,105,VIP Customers
1966,KH32680,4374,4,9/10/2023,5,Regular Customers
1967,KH29763,4791,8,7/17/2023,59,VIP Customers
1968,KH37043,1297,3,5/2/2022,501,Lapsed Customers
1969,KH35349,1091,6,8/16/2023,30,Regular Customers
1970,KH4053,5836,7,3/26/2023,173,VIP Customers
1971,KH45145,4978,6,9/7/2022,372,VIP Customers
1972,KH4247,5112,4,4/28/2023,140,Regular Customers
1973,KH19229,1565,3,9/9/2023,5,Regular Customers
1974,KH39469,908,2,4/27/2022,505,Lapsed Customers
1975,KH29509,2631,4,7/27/2023,49,Regular Customers
1976,KH49716,3335,6,4/7/2023,160,Regular Customers
1977,KH29807,2908,5,12/25/2022,263,Regular Customers
1978,KH249,8432,10,2/25/2023,201,VIP Customers
1979,KH12941,2894,3,5/31/2022,472,Lapsed Customers
1980,KH42453,1466,5,4/4/2023,163,Regular Customers
1981,KH25004,6002,8,4/11/2023,157,VIP Customers
1982,KH40869,6771,9,6/24/2023,82,VIP Customers
1983,KH37258,7014,6,8/23/2023,22,VIP Customers
1984,KH27166,4374,7,7/23/2022,418,VIP Customers
1985,KH18195,4739,5,2/11/2023,215,Regular Customers
1986,KH22882,3341,4,9/9/2023,6,Regular Customers
1987,KH44249,5735,8,9/2/2023,12,VIP Customers
1988,KH38295,2396,3,1/16/2023,241,Regular Customers
1989,KH11291,3310,4,8/8/2023,38,Regular Customers
1990,KH5961,4078,7,7/8/2023,69,VIP Customers
1991,KH33480,1356,4,2/5/2023,221,Regular Customers
1992,KH28049,6344,11,8/23/2023,22,VIP Customers
1993,KH12799,5429,3,1/24/2023,234,Regular Customers
1994,KH7250,6985,9,7/19/2023,58,VIP Customers
1995,KH19427,3491,6,4/5/2022,528,Lapsed Customers
1996,KH24460,6415,7,7/22/2023,55,VIP Customers
1997,KH15692,3695,4,4/21/2023,146,Regular Customers
1998,KH31682,4777,6,4/15/2022,517,Lapsed Customers
1999,KH42552,4488,6,8/5/2023,41,VIP Customers
2000,KH15019,4923,8,1/19/2023,239,VIP Customers
2001,KH34046,3101,5,6/10/2023,96,Regular Customers
2002,KH44155,5047,6,8/28/2023,18,VIP Customers
2003,KH28013,8964,11,5/3/2023,134,VIP Customers
2004,KH16543,4003,4,12/25/2020,993,Lapsed Customers
2005,KH25713,5413,6,8/23/2023,23,VIP Customers
2006,KH20177,1970,5,8/10/2023,36,Regular Customers
2007,KH15174,6145,6,12/25/2022,264,VIP Customers
2008,KH21924,2550,5,1/14/2023,244,Regular Customers
2009,KH2259,5744,6,6/12/2023,95,VIP Customers
2010,KH4137,4894,7,8/12/2023,34,VIP Customers
2011,KH41361,5555,10,2/20/2023,207,VIP Customers
2012,KH22832,4852,7,8/31/2022,379,VIP Customers
2013,KH18025,6116,5,10/28/2022,321,VIP Customers
2014,KH32986,9382,6,8/12/2023,34,VIP Customers
2015,KH23674,9158,8,8/10/2023,35,VIP Customers
2016,KH19699,4829,6,7/23/2023,54,VIP Customers
2017,KH40070,3313,6,10/8/2022,341,Regular Customers
2018,KH833,5587,5,3/13/2023,185,VIP Customers
2019,KH18881,2456,7,3/6/2023,193,Regular Customers
2020,KH9203,5391,7,7/9/2023,67,VIP Customers
2021,KH46654,8975,9,1/11/2023,246,VIP Customers
2022,KH20566,2696,7,8/4/2023,42,Regular Customers
2023,KH44344,7571,8,5/19/2022,484,VIP Customers
2024,KH40693,1637,3,8/24/2023,21,Regular Customers
2025,KH41825,3352,6,7/9/2023,67,Regular Customers
2026,KH4454,1892,4,11/21/2022,298,Regular Customers
2027,KH28749,3725,4,7/27/2023,50,Regular Customers
2028,KH4054,5254,6,2/9/2023,217,VIP Customers
2029,KH2129,1193,2,1/12/2023,246,Regular Customers
2030,KH26345,3159,5,3/7/2023,191,Regular Customers
2031,KH44812,7664,7,8/16/2023,29,VIP Customers
2032,KH41402,3650,8,7/23/2023,54,VIP Customers
2033,KH10275,5886,6,5/27/2023,111,VIP Customers
2034,KH33880,4635,7,9/5/2023,10,VIP Customers
2035,KH6040,4689,7,8/21/2023,25,VIP Customers
2036,KH6712,4350,5,5/15/2023,122,Regular Customers
2037,KH20896,8267,9,9/4/2023,10,VIP Customers
2038,KH20227,3131,5,5/16/2023,121,Regular Customers
2039,KH11151,6012,8,3/20/2023,179,VIP Customers
2040,KH14758,5874,5,1/7/2023,250,VIP Customers
2041,KH5792,7110,7,2/19/2023,207,VIP Customers
2042,KH8909,6343,10,6/19/2023,88,VIP Customers
2043,KH19639,5405,10,8/5/2023,41,VIP Customers
2044,KH32321,1797,2,7/2/2023,75,Regular Customers
2045,KH31390,5493,4,12/31/2021,622,Lapsed Customers
2046,KH45524,5614,8,9/6/2023,9,VIP Customers
2047,KH33659,6885,8,9/22/2022,358,VIP Customers
2048,KH36114,3998,6,10/18/2022,332,Regular Customers
2049,KH17784,4780,4,5/18/2022,485,Lapsed Customers
2050,KH1287,6020,8,8/1/2022,409,VIP Customers
2051,KH7351,5328,5,8/21/2023,25,VIP Customers
2052,KH20474,7223,7,9/14/2023,1,VIP Customers
2053,KH46915,3879,5,5/30/2023,107,Regular Customers
2054,KH35496,3980,4,6/15/2022,457,Lapsed Customers
2055,KH43630,3389,6,8/27/2022,383,Regular Customers
2056,KH19886,6457,8,7/3/2023,74,VIP Customers
2057,KH9596,7996,8,12/15/2022,274,VIP Customers
2058,KH3084,5768,7,1/2/2023,255,VIP Customers
2059,KH5457,2366,4,5/31/2021,837,Lapsed Customers
2060,KH39779,2647,4,7/26/2023,50,Regular Customers
2061,KH8869,268,2,6/5/2022,467,Lapsed Customers
2062,KH29294,4181,6,7/23/2022,418,Regular Customers
2063,KH44743,5610,7,2/20/2023,207,VIP Customers
2064,KH11776,2706,4,5/4/2023,134,Regular Customers
2065,KH42149,5783,6,9/7/2023,8,VIP Customers
2066,KH26739,4510,5,1/23/2023,235,Regular Customers
2067,KH3656,4498,5,9/6/2022,373,Regular Customers
2068,KH45681,1431,4,6/18/2022,453,Lapsed Customers
2069,KH25646,4934,6,12/23/2022,265,VIP Customers
2070,KH34298,7901,7,8/10/2022,401,VIP Customers
2071,KH23561,6467,6,6/26/2023,81,VIP Customers
2072,KH35306,6515,7,5/13/2023,125,VIP Customers
2073,KH16547,4075,7,6/21/2022,451,VIP Customers
2074,KH22374,2439,3,8/8/2023,38,Regular Customers
2075,KH25044,6827,11,6/20/2023,86,VIP Customers
2076,KH21324,6377,5,5/8/2023,129,VIP Customers
2077,KH12241,4077,5,5/22/2021,845,Lapsed Customers
2078,KH34862,5941,6,10/6/2022,344,VIP Customers
2079,KH24374,5095,5,7/21/2023,56,Regular Customers
2080,KH15881,4315,5,8/4/2023,42,Regular Customers
2081,KH31826,5497,8,2/28/2023,198,VIP Customers
2082,KH8480,943,5,8/15/2023,30,Regular Customers
2083,KH5523,2900,5,10/19/2022,331,Regular Customers
2084,KH43254,3146,6,8/16/2023,29,Regular Customers
2085,KH23708,7147,9,5/27/2023,111,VIP Customers
2086,KH39367,2870,5,2/3/2023,224,Regular Customers
2087,KH43840,6735,6,1/1/2023,256,VIP Customers
2088,KH2620,4844,6,7/21/2023,55,VIP Customers
2089,KH24050,3249,6,11/29/2022,289,Regular Customers
2090,KH30315,5155,4,8/16/2022,395,Regular Customers
2091,KH12069,934,2,3/20/2023,178,Regular Customers
2092,KH14429,5806,6,3/11/2023,187,VIP Customers
2093,KH10309,1552,4,8/4/2023,42,Regular Customers
2094,KH7460,4875,4,11/10/2022,309,Regular Customers
2095,KH31602,6804,8,7/3/2023,74,VIP Customers
2096,KH13255,7780,10,9/6/2023,9,VIP Customers
2097,KH436,2631,5,4/18/2023,149,Regular Customers
2098,KH11193,5505,9,6/6/2023,101,VIP Customers
2099,KH7902,2155,2,5/6/2022,497,Lapsed Customers
2100,KH3124,7148,6,7/28/2022,413,VIP Customers
2101,KH44192,3994,6,4/27/2023,140,Regular Customers
2102,KH22534,8434,7,5/20/2023,117,VIP Customers
2103,KH43851,9283,9,7/8/2023,69,VIP Customers
2104,KH15376,6187,7,7/18/2023,58,VIP Customers
2105,KH13799,3167,6,8/4/2023,41,Regular Customers
2106,KH39563,1169,3,8/17/2022,393,Lapsed Customers
2107,KH48176,3929,7,10/5/2021,710,Lapsed Customers
2108,KH9701,5604,7,6/6/2023,100,VIP Customers
2109,KH7052,3304,6,12/16/2022,272,Regular Customers
2110,KH7042,5783,6,6/10/2023,96,VIP Customers
2111,KH37762,4575,6,3/4/2023,194,VIP Customers
2112,KH35915,4211,5,3/23/2022,541,Lapsed Customers
2113,KH41217,329,1,1/9/2023,249,Regular Customers
2114,KH1033,4117,6,11/28/2022,290,Regular Customers
2115,KH38945,2693,7,3/27/2023,171,Regular Customers
2116,KH42123,4514,8,6/4/2021,832,Lapsed Customers
2117,KH6360,2710,5,4/22/2023,145,Regular Customers
2118,KH8823,4031,5,3/30/2023,169,Regular Customers
2119,KH44545,2699,5,6/5/2023,101,Regular Customers
2120,KH44340,3985,5,10/17/2021,697,Lapsed Customers
2121,KH25398,4683,8,3/25/2023,173,VIP Customers
2122,KH15302,8394,10,8/13/2023,32,VIP Customers
2123,KH10881,6327,7,7/27/2023,50,VIP Customers
2124,KH23469,1982,3,2/18/2023,209,Regular Customers
2125,KH48301,5716,7,12/2/2022,287,VIP Customers
2126,KH29326,1049,2,4/7/2020,1256,Lapsed Customers
2127,KH41545,4703,6,6/28/2023,78,VIP Customers
2128,KH22085,2978,3,7/21/2023,56,Regular Customers
2129,KH44675,2302,3,11/28/2022,291,Regular Customers
2130,KH26603,2778,3,9/27/2022,352,Regular Customers
2131,KH42545,5515,8,8/9/2023,37,VIP Customers
